source,dataset,model,condition,run,case_idx,ground_truth,prediction,direction_pred,matches_gt,correct,is_faithful,confidence,error_count,categories,subtypes,explanation,primary_category,primary_subtype,premise_contradiction,premise_contradiction_note,error_message
divergent_TRUE,folio,gpt-5,bidir_true,1,75,Uncertain,,,,,True,LOW,0,,,,,,False,,
divergent_TRUE,folio,gpt-5,bidir_true,1,76,True,,,,,True,LOW,0,,,,,,False,,
divergent_TRUE,folio,gpt-5,bidir_true,1,77,False,,,,,True,LOW,0,,,,,,False,,
divergent_TRUE,folio,gpt-5,bidir_true,1,156,False,,,,,True,LOW,0,,,,,,False,,
divergent_TRUE,folio,gpt-5,bidir_true,1,157,True,,,,,False,LOW,1,MISTRANSLATION,WRONG_CONNECTIVE,"The premise 'James doesn't work in the lab or have a part-time job offered by the university' means James has neither property, which should be formalized as a conjunction: ¬ WorksInLab James ∧ ¬ UniPartTime James. The disjunction ¬ WorksInLab James ∨ ¬ UniPartTime James incorrectly allows for one of the properties to hold.",MISTRANSLATION,WRONG_CONNECTIVE,False,,
divergent_TRUE,folio,gpt-5,bidir_true,1,158,True,,,,,True,LOW,0,,,,,,False,,
divergent_TRUE,folio,gpt-5,bidir_true,1,159,Uncertain,,,,,True,LOW,0,,,,,,False,,
divergent_TRUE,folio,gpt-5,bidir_true,2,75,Uncertain,,,,,True,LOW,0,,,,,,False,,
divergent_TRUE,folio,gpt-5,bidir_true,2,76,True,,,,,True,LOW,0,,,,,,False,,
divergent_TRUE,folio,gpt-5,bidir_true,2,77,False,,,,,True,LOW,0,,,,,,False,,
divergent_TRUE,folio,gpt-5,bidir_true,2,156,False,,,,,True,LOW,0,,,,,,False,,
divergent_TRUE,folio,gpt-5,bidir_true,2,157,True,,,,,False,LOW,1,MISTRANSLATION,WRONG_CONNECTIVE,"The premise 'James doesn't work in the lab or have a part-time job offered by the university' means James does neither (conjunction: ¬WorkingInLab ∧ ¬HasUnivPartTimeJob). The axiom uses disjunction (¬WorkingInLab ∨ ¬HasUnivPartTimeJob), which only requires one to be false.",MISTRANSLATION,WRONG_CONNECTIVE,False,,
divergent_TRUE,folio,gpt-5,bidir_true,2,158,True,,,,,True,LOW,0,,,,,,False,,
divergent_TRUE,folio,gpt-5,bidir_true,2,159,Uncertain,,,,,True,LOW,0,,,,,,False,,
divergent_TRUE,folio,gpt-5,bidir_true,3,75,Uncertain,,,,,True,LOW,0,,,,,,False,,
divergent_TRUE,folio,gpt-5,bidir_true,3,76,True,,,,,True,LOW,0,,,,,,False,,
divergent_TRUE,folio,gpt-5,bidir_true,3,77,False,,,,,False,LOW,1,MISTRANSLATION,WRONG_PREDICATE,"The conclusion uses both 'NotPickyEater' and 'PickyEater' as independent predicates, but in natural language 'not a picky eater' is simply the negation of 'picky eater'. The conclusion should use ¬PickyEater instead of NotPickyEater (or vice versa with appropriate axiom connecting them). As formalized, NotPickyEater Hannah being true says nothing about PickyEater Hannah.",MISTRANSLATION,WRONG_PREDICATE,False,,
divergent_TRUE,folio,gpt-5,bidir_true,3,156,False,,,,,True,LOW,0,,,,,,False,,
divergent_TRUE,folio,gpt-5,bidir_true,3,157,True,,,,,True,LOW,0,,,,,,False,,
